,"Post-op Sz Freedom (Engel Ia, Ib; ILAE 1, 2)","Concordant Neurophys & Imaging (MRI, PET, SPECT)",sEEG (y) and/or ES (ES),Reference,Relevant Tot Sample,Tot Pt included,Reported Semiology,Semiology Category,Ground truth description,Lateralising,CL,IL,BL (Non-lateralising),DomH,NonDomH,Localising,Reported Localisation,TL,Anterior (temporal pole),Lateral Temporal,"STG (includes Transverse Temporal Gyrus, Both Planum)","Transverse Temporal Gyrus (Heschl's, BA 41,  42, ?opercula)",Planum Temporale,Planum Polare,MTG,ITG,Mesial Temporal,Ant Mesial Temporal,Post Mesial Temporal,Enthorinal Cortex,Fusiform,AMYGD,PARAHIPPOCAMPUS,HIPPOCAMPUS,Posterior Temporal,Basal (including Fusiform OTMG),OTMG (fusiform),FL,frontal pole,"Pre-frontal (BA 8, 9, 10, 11, 12, 13, 14, 24, 25, 32, 44, 45, 46, 47)","DL-PFC (BA 46) (include subgroups BA 9, 8, 10 - frontopolar/anterior prefrontal)",gyrus rectus (basal = gyrus rectus and OFC),"Orbito-frontal (BA 10, 11, 12/47) (basal = gyrus rectus and OFC)",Post OF,Lat OF,Med OF,Medial Frontal (include medial premotor and its constituents as its subsets),"Primary Motor Cortex (Pre-central gyrus, BA 4, Rolandic)",medial precentral,Rolandic Operculum (low BA4),SFG (F1),Med SFG,Post SFG,Ant SFG,MFG (F2),Ant MFG,Mid MFG,Post MFG,"IFG (F3)
(BA 44,45,47)","Pars orbitalis (subgroup of IFG)
(BA 47)",Pars Triangularis (subgroup IFG),"Pars opercularis (BA 44)(subgroup IFG, ?opercula)",Premotor frontal (posterior frontal),"Ant Premotor (BA 8, frontal-eye-fields)","Lateral Premotor
(BA 6)",Medial Premotor (including pre SMA),"SMA (pre-central gyrus; posterior SFG, MFG)",SSMA,CING,Cingulum (WM),"Ant Cing (frontal, genu)",Dorsal Ant Cing (BA 32),Middle Cingulate,Post Cing,Isthmus,PL,Primary Sensory Cortex (post-central gyrus),medial anterior parietal,Sup. pariet. lobule,Precuneus (medial post sup parietal lobule),Inferior Parietal Lobule,Supramarg gyrus (post part of parietal operculum),Angular gyrus (BA 39),parietal operculum (ceiling of secondary somatosensory cortex),OL,Mesial Occipital,Lingual gyrus  (medial and basal),Cuneus,"Lateral Occipital (SOG, IOG, LOG)",Posterior Occipital Gyrus,Superior Occipital Gyrus,INSULA,Ant Ins,Anterior Short Gyrus,Middle Short Gyrus,Post short gyrus,Precentral gyrus,Postcentral gyrus,Posterior long gyrus,Hypothalamus,Sub-Callosal Cortex,Cerebellum,Hemisphere,Vermis,FT,TO,TP,FTP,TPO Junction,PO,FP,Perisylvian,paper including paediatric  age group (0-17) or individual data from pt 0-17,paediatric subgroup <7 years (0-6 yrs) y/n,# tot pt in the paper,# pt excluded,# pt sz free post-surg,Cortical Stimulation (CS),Spontaneous Semiology (SS),Epilepsy Topology (ET),"Other factors (e.g. Abs, genetic mutations)",Year,Color,Labels,Priors,AGE,OTHER,SemioDict Key
1092,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,psychic symptoms,Psychic,concordance MRI - EEG ,,,,,,,1.0,Right HS	Right anterior temporal spike and wave discharges,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Psychic
1093,,y,,"Kasradze S, Alkhidze M, Lomidze G, Japaridze G, Tsiskaridze A, Zangaladze A. Perspectives of epilepsy surgery in resource-poor countries: a study in Georgia. Acta Neurochir (Wien) 2015; 157(9): 1533-40; discussion 40.",,,Automatisms,Automatisms (UL),concordance MRI - EEG ,,,,,,,1.0,Left HS	Sharp and slow waves in left anterior temporal area,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2015,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Automotor Manual
1094,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",99,60.0,Epigastric,Epigastric Aura,post op sz freedom,,,,,,,20.0,Temporal,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,39,99,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Epigastric
1095,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,Visual illusion simple,Simple Visual,post op sz freedom,,,,,,,1.0,Temporal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Visual - Elementary
1096,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,Olfactive hallucinations,Olfactory,post op sz freedom,,,,,,,1.0,Temporal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Olfactory
1097,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,Gustatory hallucinations,Gustatory,post op sz freedom,,,,,,,1.0,Temporal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Gustatory
1098,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,Psychic manifestation,Psychic,post op sz freedom,,,,,,,10.0,Temporal,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Psychic
1099,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,Fear,Fear,post op sz freedom,,,,,,,2.0,Temporal,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Fear-Anxiety
1100,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,"Autonomic (tachycardia, dyspnoea, etc)",Autonomic ,post op sz freedom,,,,,,,11.0,Temporal,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Autonomous-Vegetative
1101,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,Motor-sensitive manifestation monolateral,Sensory - Motor,post op sz freedom,1.0,,,,,,1.0,Temporal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Olfactory
1102,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor-sensitive manifestation bilateral,Sensory - Motor,post op sz freedom,,,,1.0,,,1.0,Temporal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Olfactory
1103,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,oroalimentary automatisms,Oroalimentary Automatisms,post op sz freedom,,,,,,,36.0,Temporal,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Automatisms - Oral
1104,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,gestural automatisms monolateral,Automotor,post op sz freedom,26.0,,,,,,26.0,Temporal,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Automatism - Automotor Manual
1105,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,gestural automatisms bilateral,Automotor,post op sz freedom,,,,16.0,,,16.0,Temporal,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Automatism - Automotor Manual
1106,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,head deviation,Version Head,post op sz freedom,35.0,,,,,,35.0,Temporal,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Head Version
1107,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,eyes deviation,Versione Eye,post op sz freedom,32.0,,,,,,32.0,Temporal,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Head Version
1108,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor clonic monolateral arm,Clonic (Arm),post op sz freedom,5.0,,,,,,5.0,Temporal,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Clonic
1109,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor clonic bilateral arm,Clonic (Arm),post op sz freedom,,,,1.0,,,1.0,Temporal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Clonic
1110,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor clonic monolateral mouth, Clonic (Mouth),post op sz freedom,3.0,,,,,,3.0,Temporal,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Clonic
1111,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor dystonic monolateral arm,Dystonic (Arm),post op sz freedom,27.0,,,,,,27.0,Temporal,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Dystonic
1112,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor dystonic bilateral arms,Dystonic (Arm),post op sz freedom,,,,14.0,,,14.0,Temporal,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Dystonic
1113,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor dystonic monolateral leg,Dystonic (Leg),post op sz freedom,2.0,,,,,,2.0,Temporal,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Dystonic
1114,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor dystonic bilateral leg,Dystonic (Leg),post op sz freedom,,,,6.0,,,6.0,Temporal,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Dystonic
1115,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,"autonomic (flushing, vomiting, shialorrhea)",Autonomic,post op sz freedom,,,,,,,11.0,Temporal,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Autonomous-Vegetative
1116,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor clonic monolateral leg,Clonic (Leg),post op sz freedom,1.0,,,,,,1.0,Temporal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Clonic
1117,y,,,"Kassahun Y, Perrone R, De Momi E, Berghofer E, Tassi L, Canevini MP, et al. Automatic classification of epilepsy types using ontology-based and genetics-based machine learning. Artif Intell Med 2014; 61(2): 79-88.",,,motor clonic bilateral legs,Clonic (Leg),post op sz freedom,,,,1.0,,,1.0,Temporal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2014,#F27420,Seizure-Freedom Only,Epilepsy Topology (ET),Unlabelled Age,0.0,Clonic
1118,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",7,4.0, tonic extension of the right extremities,Tonic (unilateral),EEG-MRI-VBM concordance,1.0,1.0,,,,,1.0,"EEG: Left frontal irritative zone (sharp waves F3); left frontocentral seizure‐onset zone (repetitive spikes F3‐C3)
MRI: Left frontal lobe lesion
VBM: Left frontal lobe [27 21 30]",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3,0,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
1119,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,"hypermotor elements, ",Hypermotor,EEG-MRI-VBM concordance,,,,,,,1.0,"EEG: Left frontal irritative zone (sharp waves F3); left frontocentral seizure‐onset zone (repetitive spikes F3‐C3)
MRI: Left frontal lobe lesion
VBM: Left frontal lobe [27 21 30]",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Hypermotor
1120,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,rapid reorientation,Dialeptic,EEG-MRI-VBM concordance,,,,,,,1.0,"EEG: Left frontal irritative zone (sharp waves F3); left frontocentral seizure‐onset zone (repetitive spikes F3‐C3)
MRI: Left frontal lobe lesion
VBM: Left frontal lobe [27 21 30]",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
1121,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,epigastric aura,Epigastric Aura,EEG-MRI-VBM concordance,,,,,,,1.0,"EEG: Left frontal irritative and seizure onset zone (continuous and repetitive spiking F7, FT7)
MRI: Left frontal lobe
VBM:Left frontal lobe [32 29 21]
",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Epigastric
1122,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,"tonic extension of the right arm, ",Tonic (Arm),EEG-MRI-VBM concordance,1.0,1.0,,,,,1.0,"EEG: Left frontal irritative and seizure onset zone (continuous and repetitive spiking F7, FT7)
MRI: Left frontal lobe
VBM:Left frontal lobe [32 29 21]
",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
1123,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,"hypermotor elements, ",Hypermotor,EEG-MRI-VBM concordance,,,,,,,1.0,"EEG: Left frontal irritative and seizure onset zone (continuous and repetitive spiking F7, FT7)
MRI: Left frontal lobe
VBM:Left frontal lobe [32 29 21]
",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Hypermotor
1124,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,responsiveness impaired to a variable degree,Dialeptic ,EEG-MRI-VBM concordance,,,,,,,1.0,"EEG: Left frontal irritative and seizure onset zone (continuous and repetitive spiking F7, FT7)
MRI: Left frontal lobe
VBM:Left frontal lobe [32 29 21]
",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
1125,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,hypermotor seizures,Hypermotor,EEG-MRI-VBM concordance,,,,,,,1.0,"EEG: Right frontotemporal irritative zone (sharp waves F8/T2); nonlateralized frontocentral seizure‐onset zone (rhythmic delta or beta activity)
MRI: Right frontopolar lesion
VBM: Right frontal lobe [−29 49 1]",,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Hypermotor
1126,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,complex ,Dialeptic,EEG-MRI-VBM concordance,,,,,,,1.0,"EEG: Right frontotemporal irritative zone (sharp waves F8/T2); nonlateralized frontocentral seizure‐onset zone (rhythmic delta or beta activity)
MRI: Right frontopolar lesion
VBM: Right frontal lobe [−29 49 1]",,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
1127,,y,,"Kassubek J, Huppertz HJ, Spreer J, Schulze-Bonhage A. Detection and localization of focal cortical dysplasia by voxel-based 3-D MRI analysis. Epilepsia 2002; 43(6): 596-602.",,,complex partial seizures ,Dialeptic,EEG-MRI-VBM concordance,,,,,,,1.0,"EEG:Right frontocentroparietal irritative zone (sharp waves maximum C4‐P4); right frontocentral seizure‐onset zone (rhythmic delta activity)
MRI: Right frontal lobe lesion
VBM: Two local maxima: right frontal lobe
[−18 13 57]
[−31 10 48]",,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2002,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
